tenure,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,PaperlessBilling_Yes,Churn_Yes,senior_citizen_Yes,internet_service_Yes,multiple_lines,DSL,Fiber optic,Month-to-month,One year,Two year,Bank transfer (automatic),Credit card (automatic),Electronic check,Mailed check
5,1,0,0,0,0,1,2,413.25,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
66,0,0,0,0,0,0,0,1374.2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
15,0,0,0,1,0,0,1,757.1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0
64,0,1,1,0,1,1,2,6692.65,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0
10,0,0,0,0,0,0,0,218.5,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
7,0,1,0,1,1,0,2,608.8,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0
29,0,1,0,1,0,0,1,1004.75,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
57,0,0,0,0,0,0,0,1125.6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
46,1,1,0,0,0,0,2,3847.6,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1
53,0,0,0,0,0,0,0,978.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
17,1,1,0,1,1,1,2,1387.35,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
38,0,0,0,0,0,0,0,746.05,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
15,0,0,0,0,0,0,0,304.6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
22,0,1,0,0,1,1,1,1098.85,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
14,0,0,0,0,0,1,2,1139.2,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
57,0,1,1,1,1,0,2,4368.95,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0
11,0,0,0,0,0,1,2,827.7,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0
1,0,0,0,0,0,0,0,20.35,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
12,0,0,0,0,0,0,0,262.05,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3,0,0,0,0,1,1,2,279.55,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
36,0,1,0,0,1,1,2,3512.5,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0
16,1,0,0,0,1,1,2,1483.25,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0
65,1,1,1,0,0,1,2,4653.85,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0
2,0,1,0,0,0,0,2,151.75,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
42,1,0,1,0,1,1,2,4400.75,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
72,1,1,1,1,1,1,2,8033.1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
62,0,0,0,0,0,0,0,1253.65,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6,0,1,0,0,1,0,2,552.65,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
48,0,0,0,0,0,0,0,1036.0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
35,1,0,1,1,1,1,2,4025.5,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0
52,0,0,0,0,0,0,0,928.4,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,0,0,0,0,0,0,24.9,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
6,0,0,0,0,1,0,2,460.25,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
71,1,1,1,1,1,1,2,6506.15,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0
67,1,1,1,0,0,0,2,5598.3,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0
60,1,1,0,0,0,1,2,4374.55,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0
23,0,0,0,1,0,0,0,678.75,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
39,0,0,1,1,1,1,1,2191.7,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
15,0,0,0,0,0,0,0,239.75,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
53,0,1,1,0,1,1,2,5485.5,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
24,0,0,0,0,0,0,0,609.05,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
37,0,0,0,0,0,0,0,683.75,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,0,1,0,0,0,1,2,404.2,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0
50,0,0,0,1,1,1,2,5189.75,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0
54,0,0,1,0,1,1,2,5060.9,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0
3,1,0,0,0,0,0,2,233.65,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0
68,0,1,1,1,1,1,2,7176.55,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0
5,0,0,1,1,0,0,1,291.45,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
33,0,0,0,0,0,0,0,689.75,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
41,0,1,1,0,1,1,2,3263.9,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0
34,1,0,1,1,1,1,1,1993.2,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
13,0,0,0,0,0,0,0,254.5,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
20,0,0,0,0,0,0,0,347.65,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
51,0,0,0,0,0,0,0,967.9,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3,0,1,0,0,0,1,2,242.95,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0
41,0,0,0,0,0,0,1,1841.9,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
13,0,0,0,0,0,0,0,232.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
35,0,0,0,0,0,0,0,809.25,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
12,1,0,0,1,0,0,2,866.45,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0
4,1,1,0,1,0,1,2,360.55,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1
43,0,0,1,0,1,1,1,2076.2,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0
12,0,0,0,1,0,0,0,355.9,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1
68,0,1,1,0,1,1,2,7299.65,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
25,0,1,0,0,1,0,2,2291.2,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
7,0,0,0,0,0,0,0,129.15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
66,0,1,1,1,1,1,2,7491.75,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0
53,1,1,1,1,1,1,2,5835.5,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
63,1,1,1,0,1,1,2,7031.45,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0
70,1,1,1,1,1,1,2,7723.9,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0
27,0,0,0,0,0,1,1,1032.0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0
1,0,0,0,0,0,0,2,70.75,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1
5,0,0,0,0,0,0,0,109.6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
37,0,0,0,0,0,0,0,727.8,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
3,0,0,1,0,1,0,1,130.75,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
12,0,0,0,0,0,0,2,893.0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
38,0,0,0,0,0,0,0,763.1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9,0,0,1,0,0,1,2,781.4,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0
13,1,0,0,0,0,1,1,902.25,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0
29,0,0,0,0,1,1,2,2653.65,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
47,0,0,0,0,0,0,0,1016.7,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
61,1,0,1,1,1,0,2,5943.65,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0
16,0,0,0,0,0,0,0,275.7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
41,1,1,0,1,1,1,2,3126.45,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
43,0,0,0,0,0,0,0,1070.15,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
36,0,1,1,0,1,0,2,3457.9,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0
6,0,0,0,0,0,1,1,340.4,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0
58,1,1,1,1,0,0,2,4299.2,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0
19,0,0,0,1,1,0,1,1093.2,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0
11,0,0,0,0,0,0,1,521.9,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0
39,1,1,0,1,0,0,1,1630.4,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
8,0,1,0,0,1,0,2,713.6,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0
26,0,0,0,0,0,0,1,1265.65,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1
53,0,1,0,0,0,0,2,4003.85,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0
70,0,0,0,0,0,0,0,1401.4,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,1,1,1,45.3,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
59,0,0,0,0,0,0,0,1510.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2,0,0,1,0,1,1,2,178.1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0
7,1,0,1,0,0,0,1,264.8,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
12,0,0,0,0,0,0,1,480.6,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0
59,0,1,1,1,1,1,2,4541.9,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
61,0,0,1,1,1,1,2,4976.15,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0
72,1,0,1,0,1,1,2,7542.25,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0
13,0,0,0,0,0,0,0,251.25,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
64,0,0,0,0,0,0,0,1595.5,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,0,0,23.45,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0
10,0,1,0,1,0,1,1,685.55,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
65,1,1,1,0,0,0,1,3874.1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
62,1,1,1,1,1,1,2,6891.4,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1
55,1,1,1,1,1,1,2,4916.95,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0
25,0,1,0,0,0,0,1,1373.0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0
1,1,0,0,0,0,0,0,29.7,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,1,0,0,0,0,0,1,49.8,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0
59,0,1,0,0,1,1,2,6039.9,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0
64,0,0,0,0,0,0,0,1548.65,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0
36,0,0,0,0,1,1,2,3440.25,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0
3,0,0,0,0,0,0,1,151.3,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1
61,1,0,1,0,0,1,2,4226.7,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1
26,0,1,0,0,1,0,1,1023.75,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
1,0,0,0,0,0,1,1,55.4,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0
1,0,1,0,0,1,0,2,90.6,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
68,1,1,1,0,1,1,2,7074.4,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0
2,0,0,0,0,1,0,2,156.35,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1
72,1,1,1,1,0,0,2,6849.75,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0
71,0,0,1,1,0,1,1,3263.6,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
57,0,0,0,0,0,0,0,1252.85,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4,0,0,0,0,0,0,0,67.55,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,2,70.2,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0
72,1,1,1,1,0,1,2,5750.0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0
21,1,0,0,0,1,1,2,1549.75,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0
71,0,0,0,0,0,0,0,1810.55,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
29,0,0,1,0,1,1,2,2952.85,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0
69,1,0,1,1,1,1,2,7467.55,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0
64,1,0,1,1,1,1,2,5484.4,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0
16,0,0,0,0,0,0,0,294.9,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4,0,0,0,0,0,0,0,97.5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
52,1,1,0,1,1,1,2,5916.45,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0
2,1,0,1,0,0,0,1,113.35,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,19.95,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
18,0,0,0,0,0,0,0,476.8,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
2,0,1,0,0,0,0,1,101.65,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1
19,0,1,0,0,0,1,1,1130.85,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1
40,0,0,0,0,0,1,2,3532.25,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0
66,0,1,1,0,1,1,2,6891.45,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0
21,0,0,0,0,0,0,2,1570.7,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1
8,0,1,0,1,1,0,2,520.95,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0
72,1,1,1,1,1,1,2,7854.9,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0
48,0,1,1,1,1,0,2,3581.4,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0
69,0,0,0,0,0,0,0,1447.9,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
72,1,1,1,1,1,1,2,8547.15,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0
14,0,1,0,0,0,0,1,727.85,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
6,0,1,0,0,1,0,1,357.6,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
8,0,0,0,0,0,0,0,159.35,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
17,0,0,0,0,0,0,0,280.85,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
65,1,0,0,1,0,1,2,6069.25,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0
57,1,0,1,1,0,0,1,3274.35,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1
13,0,0,1,0,1,1,2,1359.0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0
19,0,0,1,0,1,1,2,1777.9,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0
56,1,1,1,0,1,1,2,6109.65,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0
14,0,0,0,0,0,1,2,1122.4,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0
52,1,0,0,0,0,1,1,2020.9,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
58,1,1,1,1,0,0,1,3795.45,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0
47,0,1,0,1,1,0,2,4504.55,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
67,0,0,1,1,1,1,1,3579.15,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0
2,0,0,0,0,0,0,0,49.7,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0
6,0,0,0,0,0,0,1,276.5,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0
71,1,1,1,1,1,1,2,8175.9,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0
46,0,0,0,0,0,0,0,890.35,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5,1,0,0,1,0,0,1,259.8,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
67,1,1,0,0,0,0,2,5588.8,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0
3,0,0,0,0,0,0,0,50.6,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3,0,0,0,0,0,0,0,58.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
52,1,0,1,0,1,1,2,5568.35,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
42,0,0,0,0,0,0,1,2203.65,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0
50,0,0,0,0,0,0,0,938.95,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
23,1,1,0,0,0,1,2,2024.1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0
67,1,1,1,1,1,0,1,3623.95,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
25,0,1,1,0,1,1,2,2369.05,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0
39,1,1,0,0,1,1,2,3877.95,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1
69,1,1,0,1,0,0,2,4577.9,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,25.85,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
32,0,0,0,0,1,1,2,2871.5,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
9,0,0,0,0,0,0,2,672.55,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0
16,0,1,1,0,0,1,2,1573.7,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0
60,0,0,0,0,0,0,0,1270.55,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
72,0,1,1,1,1,1,2,7711.45,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0
5,0,0,0,0,0,0,0,126.05,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
26,1,0,0,0,1,0,2,2193.65,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0
3,0,0,0,0,0,0,0,64.55,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2,0,0,0,0,0,0,0,31.2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2,0,0,0,0,0,0,0,38.25,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
36,1,0,1,1,1,1,2,3348.1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0
7,1,0,0,0,0,0,2,533.6,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
60,0,1,0,0,1,1,1,2907.55,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
19,0,1,0,0,0,1,2,1620.8,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
45,1,0,1,1,0,1,2,3480.35,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0
4,0,0,0,0,0,0,2,293.85,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0
31,0,0,1,1,1,1,2,3243.45,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
47,1,0,1,0,0,1,2,4137.2,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1,0,0,0,0,0,1,2,79.25,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0
1,0,0,0,0,0,0,1,44.9,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,0,0,0,0,0,0,19.4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
59,0,0,1,0,0,1,2,5348.65,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0
10,0,0,0,0,0,0,2,659.65,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0
35,1,0,0,0,0,1,2,3180.5,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0
4,0,0,1,0,0,0,0,118.5,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0
32,1,1,0,0,0,1,2,3023.85,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0
43,0,1,0,0,0,0,2,3365.85,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
4,0,0,0,0,0,1,1,195.3,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
54,0,0,0,0,0,0,0,1031.1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
11,0,0,0,0,1,1,2,997.65,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0
66,1,0,0,0,1,1,2,6471.85,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0
61,0,0,1,0,1,1,2,6241.35,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0
72,1,1,1,1,1,1,2,6501.35,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0
44,0,0,1,1,1,1,1,2317.1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
41,0,0,1,0,0,0,1,2237.55,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0
50,1,0,1,0,1,1,2,5231.3,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0
47,1,0,1,1,1,1,2,5275.8,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0
8,0,0,0,0,0,0,0,165.5,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
18,0,0,0,0,0,0,0,358.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
72,1,1,1,1,1,1,2,6614.9,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0
1,0,0,0,0,0,1,2,80.5,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0
42,0,0,1,0,0,0,1,2421.75,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0
18,0,1,0,0,0,0,2,1294.6,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0
13,0,1,1,0,1,1,2,1299.1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0
68,0,1,0,1,0,0,2,5733.4,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0
4,0,0,0,0,0,0,2,305.55,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0
69,1,1,1,0,1,1,2,7430.75,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0
17,0,0,0,1,0,0,1,900.5,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
25,0,0,0,0,0,0,0,630.6,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
43,0,0,0,0,1,1,2,3856.75,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
59,0,0,0,0,0,0,0,1222.65,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5,1,1,0,0,0,0,2,374.8,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0
21,1,1,0,1,1,0,2,1625.0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1
69,1,1,1,1,1,0,2,7234.8,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0
13,0,0,0,0,0,0,0,331.85,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
42,0,1,1,0,1,0,2,3959.35,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0
52,0,1,0,1,0,1,2,5088.4,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0
46,1,0,0,0,0,1,2,3969.4,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0
61,1,1,1,1,0,1,2,4860.85,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0
29,0,0,0,0,0,0,0,788.05,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
25,0,1,0,1,0,0,1,1266.35,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0
5,0,0,0,1,1,0,2,470.95,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0
15,0,0,1,0,1,1,1,688.2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
